record_id,date,time,hour_of_day,day_of_week,month,city,state,road_type,road_surface_condition,road_width_meters,number_of_lanes,speed_limit_kmh,average_speed_kmh,weather_condition,temperature_celsius,humidity_percent,visibility_km,traffic_density,light_condition,signal_present,road_divider_present,vehicle_type_involved,vehicles_involved,pedestrians_nearby,accident_type,risk_score,severity_level,accident_occurred
IND-2023-0270,2023-05-14,09:11,9,Sun,5,Surat,Gujarat,Flyover,Dry,8,4,120,115,Fog,24.9,43,6.1,0.81,Daylight,1,1,Auto Rickshaw,4,32,Rollover,50,High,1
IND-2022-0271,2022-01-08,19:56,19,Sat,1,Hyderabad,Telangana,Expressway,Dry,8.6,6,80,84,Rain,26.9,67,0.6,0.13,Street Light,0,0,Bus,1,37,Pedestrian Hit,55,High,1
IND-2022-0272,2022-09-09,19:51,19,Fri,9,Pune,Maharashtra,Rural Road,Slippery,8.9,4,120,127,Rain,28.7,21,9.1,0.65,Daylight,1,1,Motorcycle,4,29,Hit and Run,65,High,1
IND-2022-0273,2022-06-21,20:08,20,Tue,6,Bangalore,Karnataka,Ring Road,Potholed,3.8,4,30,33,Clear,33,57,5.8,0.62,Street Light,0,0,Motorcycle,6,39,Head-On Collision,40,Medium,0
IND-2022-0274,2022-10-09,21:38,21,Sun,10,Ahmedabad,Gujarat,National Highway,Dry,11.9,1,40,45,Drizzle,37.4,50,1.9,0.43,Daylight,1,0,Motorcycle,4,11,Side Collision,48,Medium,0
IND-2022-0275,2022-06-07,14:34,14,Tue,6,Patna,Bihar,Rural Road,Dry,5.3,4,100,111,Drizzle,22.1,53,7.4,0.29,Daylight,1,1,Motorcycle,1,3,Single Vehicle,30,Medium,0
IND-2023-0276,2023-12-01,14:17,14,Fri,12,Bangalore,Karnataka,Urban Road,Dry,10.2,4,120,115,Haze,33.9,25,9.6,0.71,No Light,1,1,Car,1,34,Pedestrian Hit,45,Medium,0
IND-2022-0277,2022-09-19,18:22,18,Mon,9,Nagpur,Maharashtra,Urban Road,Potholed,10.6,1,80,97,Fog,44.8,60,6.8,0.57,No Light,0,1,Motorcycle,5,0,Head-On Collision,90,Critical,1
IND-2022-0278,2022-10-18,16:16,16,Tue,10,Delhi,Delhi,National Highway,Wet,7.4,6,120,92,Clear,43.5,31,1.4,0.64,Daylight,0,0,Motorcycle,5,8,Side Collision,43,Medium,0
IND-2023-0279,2023-11-08,17:59,17,Wed,11,Bangalore,Karnataka,Urban Road,Flooded,7,1,100,121,Heavy Rain,12.6,27,1.8,0.39,Daylight,1,1,Bus,4,24,Side Collision,83,Critical,1
IND-2023-0280,2023-02-07,18:41,18,Tue,2,Delhi,Delhi,Urban Road,Dry,6.1,4,100,68,Clear,11.2,29,2.7,0.5,No Light,0,1,Car,5,46,Side Collision,48,Medium,1
IND-2022-0281,2022-02-08,20:03,20,Tue,2,Ahmedabad,Gujarat,State Highway,Potholed,3.5,6,80,93,Fog,24.1,28,4.9,0.79,Partial Light,1,0,Motorcycle,5,14,Hit and Run,80,Critical,1
IND-2023-0282,2023-10-25,10:56,10,Wed,10,Ahmedabad,Gujarat,Urban Road,Slippery,7.6,1,120,99,Clear,43.9,44,5.6,0.28,Daylight,1,1,Bus,3,44,Head-On Collision,20,Low,0
IND-2022-0283,2022-07-14,11:33,11,Thu,7,Ahmedabad,Gujarat,National Highway,Potholed,7.1,3,30,37,Clear,43.8,77,5.1,0.68,Street Light,0,1,Bus,1,2,Head-On Collision,30,Medium,0
IND-2023-0284,2023-11-26,06:52,6,Sun,11,Hyderabad,Telangana,Urban Road,Potholed,10.3,1,100,71,Drizzle,42.1,25,4.8,0.69,Daylight,0,0,Car,2,44,Pedestrian Hit,30,Medium,0
IND-2023-0285,2023-04-13,15:21,15,Thu,4,Kanpur,Uttar Pradesh,Expressway,Dry,13.7,5,80,99,Fog,24.9,71,8.1,0.3,No Light,0,1,Car,3,7,Rollover,65,High,1
IND-2022-0286,2022-10-08,03:26,3,Sat,10,Mumbai,Maharashtra,Urban Road,Potholed,4.3,1,80,50,Clear,31.4,40,8.5,0.19,Street Light,0,0,Bus,1,31,Pedestrian Hit,25,Medium,0
IND-2023-0287,2023-05-03,13:06,13,Wed,5,Jaipur,Rajasthan,State Highway,Wet,6.7,4,40,43,Fog,27.5,31,2,0.13,Street Light,0,0,Bus,6,50,Rollover,83,Critical,1
IND-2023-0288,2023-07-07,14:27,14,Fri,7,Ahmedabad,Gujarat,Urban Road,Wet,13.2,1,30,37,Rain,26.6,42,9.7,0.72,Daylight,1,1,Car,2,42,Rollover,60,High,1
IND-2023-0289,2023-09-24,09:14,9,Sun,9,Bangalore,Karnataka,Rural Road,Dry,9.7,3,40,29,Drizzle,12.5,50,5.2,0.13,No Light,1,0,Mixed,6,28,Hit and Run,50,High,1
IND-2023-0290,2023-02-27,15:08,15,Mon,2,Mumbai,Maharashtra,Urban Road,Dry,5.5,3,60,42,Drizzle,23.6,37,4.7,0.94,Dawn/Dusk,1,0,Bus,4,46,Hit and Run,45,Medium,0
IND-2023-0291,2023-08-06,03:30,3,Sun,8,Mumbai,Maharashtra,National Highway,Under Construction,13.7,2,50,38,Clear,37.8,98,1.7,0.37,Dawn/Dusk,0,1,Car,2,36,Single Vehicle,48,Medium,1
IND-2022-0292,2022-10-13,03:30,3,Thu,10,Indore,Madhya Pradesh,Urban Road,Under Construction,3.9,4,40,52,Clear,30.1,20,1.7,0.63,Daylight,0,1,Bus,4,2,Multiple Vehicle,63,High,1
IND-2023-0293,2023-12-15,19:45,19,Fri,12,Nagpur,Maharashtra,Urban Road,Dry,10.5,2,100,92,Drizzle,18.4,31,3.7,0.3,Street Light,1,0,Car,1,30,Single Vehicle,20,Low,0
IND-2023-0294,2023-01-15,11:32,11,Sun,1,Hyderabad,Telangana,Rural Road,Dry,11.8,6,100,86,Fog,19.4,98,4.4,0.13,Street Light,0,1,Truck,5,36,Rear-End Collision,40,Medium,0
IND-2023-0295,2023-11-22,07:32,7,Wed,11,Patna,Bihar,National Highway,Dry,6,1,50,37,Clear,34.8,46,0.9,0.6,Dawn/Dusk,1,0,Car,2,21,Rollover,30,Medium,0
IND-2022-0296,2022-10-11,14:05,14,Tue,10,Jaipur,Rajasthan,Urban Road,Wet,13.4,1,60,70,Clear,20.2,99,5.4,0.71,Street Light,0,1,Auto Rickshaw,3,43,Head-On Collision,50,High,1
IND-2022-0297,2022-07-03,18:12,18,Sun,7,Chennai,Tamil Nadu,Flyover,Dry,13.3,4,60,43,Clear,10.8,73,9.5,0.28,Daylight,1,1,Motorcycle,6,34,Single Vehicle,15,Low,0
IND-2022-0298,2022-08-26,08:30,8,Fri,8,Mumbai,Maharashtra,Urban Road,Dry,9.5,3,120,103,Drizzle,39.5,76,7,0.63,Street Light,0,1,Motorcycle,4,19,Rollover,35,Medium,0
IND-2022-0299,2022-10-23,16:45,16,Sun,10,Chennai,Tamil Nadu,National Highway,Dry,4.7,3,40,46,Haze,39.4,39,9.7,0.36,Dawn/Dusk,0,1,Car,2,15,Pedestrian Hit,45,Medium,0
IND-2022-0300,2022-11-21,06:57,6,Mon,11,Mumbai,Maharashtra,National Highway,Dry,3.5,6,30,40,Dust Storm,15.1,78,5.1,0.46,Partial Light,1,1,Motorcycle,3,9,Single Vehicle,50,High,1
IND-2023-0301,2023-08-11,05:12,5,Fri,8,Bangalore,Karnataka,Rural Road,Potholed,10,2,30,35,Fog,29.3,59,1.6,0.91,Partial Light,1,1,Truck,1,25,Head-On Collision,78,Critical,1
IND-2022-0302,2022-08-16,14:45,14,Tue,8,Pune,Maharashtra,Rural Road,Dry,8.9,1,100,113,Haze,16.8,60,5.2,0.18,Daylight,1,1,Auto Rickshaw,5,38,Side Collision,40,Medium,1
IND-2023-0303,2023-01-14,14:55,14,Sat,1,Indore,Madhya Pradesh,National Highway,Dry,12,4,80,53,Clear,44.7,76,4.6,0.76,Daylight,1,0,Bus,3,10,Head-On Collision,10,Low,0
IND-2022-0304,2022-12-10,16:53,16,Sat,12,Kolkata,West Bengal,Flyover,Potholed,12.2,3,50,46,Clear,36.4,37,7.2,0.6,Daylight,1,0,Bus,2,11,Pedestrian Hit,10,Low,0
IND-2023-0305,2023-05-21,17:04,17,Sun,5,Pune,Maharashtra,Urban Road,Dry,13,6,100,126,Rain,41.2,73,6.6,0.53,Daylight,0,0,Truck,2,31,Head-On Collision,40,Medium,0
IND-2023-0306,2023-01-06,22:10,22,Fri,1,Pune,Maharashtra,Urban Road,Under Construction,4.1,3,100,125,Rain,10.6,53,7.4,0.44,Street Light,1,0,Bus,2,37,Hit and Run,55,High,0
IND-2023-0307,2023-01-05,14:52,14,Thu,1,Mumbai,Maharashtra,Ring Road,Dry,12.7,6,30,30,Rain,13.3,41,2,0.79,Daylight,1,1,Motorcycle,5,20,Hit and Run,43,Medium,1
IND-2022-0308,2022-05-21,10:58,10,Sat,5,Delhi,Delhi,Urban Road,Wet,12.2,5,30,23,Rain,37.8,91,8.3,0.55,Daylight,0,1,Bicycle,5,44,Single Vehicle,50,High,1
IND-2022-0309,2022-05-15,18:27,18,Sun,5,Mumbai,Maharashtra,Urban Road,Dry,12.5,2,80,81,Heavy Rain,20.7,35,1.9,0.97,Daylight,0,1,Auto Rickshaw,2,8,Side Collision,68,High,1
IND-2022-0310,2022-04-25,09:11,9,Mon,4,Jaipur,Rajasthan,Rural Road,Potholed,10.5,1,120,135,Clear,41.8,25,4.8,0.63,Daylight,0,0,Car,1,19,Rollover,35,Medium,1
IND-2022-0311,2022-01-30,12:00,12,Sun,1,Jaipur,Rajasthan,Expressway,Flooded,11.5,5,40,51,Clear,27.7,28,6.2,0.8,Partial Light,0,0,Truck,1,37,Pedestrian Hit,60,High,1
IND-2022-0312,2022-04-12,06:29,6,Tue,4,Thiruvananthapuram,Kerala,Ring Road,Under Construction,8.9,4,40,38,Heavy Rain,22.4,68,2,0.96,Dawn/Dusk,0,1,Motorcycle,4,13,Head-On Collision,83,Critical,1
IND-2022-0313,2022-05-20,02:00,2,Fri,5,Mumbai,Maharashtra,Urban Road,Dry,7.8,4,60,41,Rain,20.9,76,6.1,0.36,Street Light,0,0,Car,2,35,Single Vehicle,30,Medium,0
IND-2023-0314,2023-05-19,22:14,22,Fri,5,Thiruvananthapuram,Kerala,Urban Road,Wet,13.7,3,60,55,Fog,42.4,41,1.2,0.63,Street Light,0,1,Car,1,23,Head-On Collision,68,High,1
IND-2023-0315,2023-05-27,19:08,19,Sat,5,Indore,Madhya Pradesh,Rural Road,Wet,5,4,100,135,Clear,43.3,82,6.7,0.42,Daylight,0,0,Auto Rickshaw,5,17,Pedestrian Hit,55,High,0
IND-2022-0316,2022-02-24,17:34,17,Thu,2,Mumbai,Maharashtra,Urban Road,Dry,8.4,3,50,36,Drizzle,12.7,86,1.1,0.66,Daylight,1,1,Motorcycle,4,50,Pedestrian Hit,38,Medium,0
IND-2023-0317,2023-07-08,12:31,12,Sat,7,Chennai,Tamil Nadu,Flyover,Dry,12.5,3,60,57,Rain,11.3,42,4.5,0.87,Dawn/Dusk,0,1,Bicycle,5,42,Multiple Vehicle,50,High,1
IND-2023-0318,2023-08-06,08:37,8,Sun,8,Lucknow,Uttar Pradesh,Rural Road,Potholed,7.2,3,120,87,Fog,30.7,68,2.8,0.15,Street Light,1,0,Bus,5,43,Rear-End Collision,58,High,1
IND-2023-0319,2023-01-11,07:34,7,Wed,1,Mumbai,Maharashtra,Rural Road,Dry,10.3,5,30,28,Clear,12,51,4.2,0.99,Partial Light,0,0,Truck,2,15,Pedestrian Hit,30,Medium,0
IND-2023-0320,2023-04-17,09:32,9,Mon,4,Bangalore,Karnataka,Urban Road,Wet,4.6,6,60,64,Fog,23.7,93,3.9,0.99,Dawn/Dusk,0,1,Car,1,31,Single Vehicle,90,Critical,1
IND-2023-0321,2023-11-15,14:36,14,Wed,11,Nagpur,Maharashtra,Urban Road,Dry,14,4,120,165,Clear,17.5,53,8.5,0.17,Dawn/Dusk,0,0,Bus,1,19,Head-On Collision,30,Medium,0
IND-2023-0322,2023-05-02,17:36,17,Tue,5,Nagpur,Maharashtra,State Highway,Dry,10.6,5,50,47,Rain,24.1,99,2.2,0.59,No Light,0,0,Motorcycle,5,29,Side Collision,63,High,1
IND-2023-0323,2023-11-08,17:55,17,Wed,11,Kolkata,West Bengal,Rural Road,Wet,7.3,2,80,102,Dust Storm,35.4,27,9.4,0.92,Partial Light,0,0,Motorcycle,5,12,Pedestrian Hit,100,Critical,1
IND-2022-0324,2022-03-07,09:10,9,Mon,3,Indore,Madhya Pradesh,Expressway,Dry,8.6,4,100,108,Fog,16.7,51,1.3,0.47,Daylight,1,0,Car,3,29,Rollover,53,High,0
IND-2022-0325,2022-01-30,22:08,22,Sun,1,Bangalore,Karnataka,Expressway,Potholed,13,4,100,98,Clear,12.9,97,8.6,0.12,Daylight,1,0,Auto Rickshaw,3,4,Multiple Vehicle,20,Low,0
IND-2023-0326,2023-08-08,18:09,18,Tue,8,Bangalore,Karnataka,Ring Road,Wet,11.2,6,80,64,Haze,14.3,60,2.5,0.9,No Light,0,1,Mixed,3,37,Rollover,83,Critical,1
IND-2022-0327,2022-08-08,15:38,15,Mon,8,Mumbai,Maharashtra,Urban Road,Dry,13.3,3,50,57,Dust Storm,26.6,51,5.5,0.2,Street Light,1,1,Bus,3,50,Pedestrian Hit,40,Medium,1
IND-2023-0328,2023-11-10,16:19,16,Fri,11,Mumbai,Maharashtra,National Highway,Flooded,12.5,4,60,50,Haze,38.4,35,3.8,0.96,Street Light,0,1,Truck,5,15,Pedestrian Hit,60,High,1
IND-2022-0329,2022-08-30,12:22,12,Tue,8,Mumbai,Maharashtra,Expressway,Dry,7.8,3,120,145,Clear,40.3,82,0.5,0.47,Dawn/Dusk,1,0,Truck,4,47,Side Collision,50,High,0
IND-2023-0330,2023-07-15,09:50,9,Sat,7,Hyderabad,Telangana,Urban Road,Dry,4.4,2,100,95,Haze,17,59,0.2,0.68,Daylight,0,0,Motorcycle,3,36,Multiple Vehicle,40,Medium,0
IND-2023-0331,2023-04-08,11:10,11,Sat,4,Patna,Bihar,Rural Road,Dry,3.7,1,120,99,Rain,23.8,68,3.8,0.18,Street Light,0,0,Auto Rickshaw,5,14,Single Vehicle,30,Medium,0
IND-2023-0332,2023-09-25,18:24,18,Mon,9,Mumbai,Maharashtra,State Highway,Dry,11,2,30,18,Rain,42.5,83,7.8,0.57,Daylight,1,1,Mixed,1,14,Single Vehicle,20,Low,0
IND-2022-0333,2022-07-31,01:44,1,Sun,7,Delhi,Delhi,Flyover,Dry,9.6,6,60,74,Fog,18.2,77,9.8,0.13,Street Light,1,0,Bus,2,23,Rear-End Collision,50,High,0
IND-2022-0334,2022-08-06,07:19,7,Sat,8,Chennai,Tamil Nadu,Rural Road,Potholed,11,1,30,19,Haze,22.4,97,4.8,0.94,Daylight,0,1,Car,6,38,Multiple Vehicle,55,High,1
IND-2023-0335,2023-11-19,04:47,4,Sun,11,Thiruvananthapuram,Kerala,Flyover,Wet,6.2,3,80,79,Clear,13.1,87,4.8,0.41,Street Light,0,0,Truck,4,9,Single Vehicle,45,Medium,1
IND-2023-0336,2023-03-17,04:03,4,Fri,3,Chennai,Tamil Nadu,Expressway,Wet,10.2,4,50,47,Clear,27.2,39,7.4,0.25,No Light,0,0,Truck,5,42,Side Collision,65,High,1
IND-2022-0337,2022-02-06,19:10,19,Sun,2,Delhi,Delhi,National Highway,Wet,12.6,1,60,37,Rain,27,83,7.1,0.42,Daylight,1,0,Bicycle,1,46,Rollover,40,Medium,0
IND-2022-0338,2022-10-07,17:37,17,Fri,10,Lucknow,Uttar Pradesh,Rural Road,Dry,6.5,6,120,126,Rain,36.9,32,1,0.47,Partial Light,0,1,Car,3,1,Hit and Run,58,High,1
IND-2022-0339,2022-04-19,13:51,13,Tue,4,Visakhapatnam,Andhra Pradesh,National Highway,Dry,13.5,3,60,66,Drizzle,21.5,25,6.6,0.34,No Light,0,0,Motorcycle,6,39,Rear-End Collision,65,High,1
IND-2022-0340,2022-03-14,06:31,6,Mon,3,Mumbai,Maharashtra,Urban Road,Dry,11.4,6,120,155,Rain,15.7,71,8.6,0.18,Daylight,0,0,Car,3,41,Pedestrian Hit,35,Medium,0
IND-2022-0341,2022-11-14,13:29,13,Mon,11,Nagpur,Maharashtra,Urban Road,Dry,7.9,3,40,39,Heavy Rain,29.7,74,4.9,0.9,Daylight,0,1,Truck,1,48,Multiple Vehicle,40,Medium,1
IND-2023-0342,2023-10-26,13:35,13,Thu,10,Jaipur,Rajasthan,National Highway,Wet,12.3,5,50,48,Fog,20.5,36,8.1,0.17,Street Light,1,1,Motorcycle,6,19,Rear-End Collision,55,High,1
IND-2022-0343,2022-02-16,08:20,8,Wed,2,Mumbai,Maharashtra,Urban Road,Dry,8.4,2,120,96,Rain,27.6,34,1,0.33,Dawn/Dusk,1,0,Motorcycle,6,42,Head-On Collision,48,Medium,0
IND-2023-0344,2023-04-11,12:41,12,Tue,4,Pune,Maharashtra,Urban Road,Under Construction,3.7,4,120,89,Haze,31.1,33,7.5,0.27,Daylight,0,0,Bicycle,4,34,Side Collision,45,Medium,1
IND-2023-0345,2023-12-10,11:01,11,Sun,12,Hyderabad,Telangana,Rural Road,Potholed,4.8,1,120,165,Rain,34.2,70,6.8,0.42,Street Light,0,0,Truck,3,5,Rear-End Collision,45,Medium,0
IND-2023-0346,2023-10-27,16:37,16,Fri,10,Delhi,Delhi,State Highway,Under Construction,10.9,4,30,25,Clear,10.8,41,4.8,0.52,No Light,1,0,Motorcycle,2,47,Single Vehicle,35,Medium,0
IND-2022-0347,2022-10-29,16:20,16,Sat,10,Bangalore,Karnataka,Expressway,Dry,8.6,4,100,94,Rain,30.3,90,5.1,0.47,Daylight,1,0,Motorcycle,3,2,Rear-End Collision,15,Low,0
IND-2022-0348,2022-10-02,04:56,4,Sun,10,Pune,Maharashtra,Urban Road,Wet,5.9,2,50,47,Heavy Rain,35.4,80,1.8,0.49,Street Light,1,1,Mixed,3,28,Side Collision,63,High,1
IND-2023-0349,2023-12-30,11:31,11,Sat,12,Bangalore,Karnataka,Urban Road,Flooded,4.9,2,60,74,Clear,19.9,31,6.3,0.86,Street Light,0,1,Truck,6,30,Head-On Collision,60,High,1
IND-2022-0350,2022-08-03,16:21,16,Wed,8,Bangalore,Karnataka,Flyover,Dry,5.9,5,40,50,Rain,12.2,75,0.5,0.91,Daylight,0,1,Motorcycle,1,39,Pedestrian Hit,60,High,0
IND-2022-0351,2022-02-17,14:13,14,Thu,2,Kanpur,Uttar Pradesh,Urban Road,Under Construction,11.7,5,80,90,Haze,25.3,78,9.3,0.74,No Light,0,0,Bicycle,1,6,Head-On Collision,80,Critical,1
IND-2022-0352,2022-06-10,19:32,19,Fri,6,Coimbatore,Tamil Nadu,Rural Road,Potholed,11.6,2,40,44,Haze,39.7,76,1.6,0.4,Street Light,1,1,Bicycle,4,49,Pedestrian Hit,63,High,1
IND-2022-0353,2022-09-30,16:33,16,Fri,9,Delhi,Delhi,Rural Road,Dry,11.8,3,120,122,Clear,25,72,1.6,0.81,Street Light,0,1,Car,4,33,Side Collision,48,Medium,1
IND-2022-0354,2022-03-28,07:46,7,Mon,3,Patna,Bihar,Urban Road,Potholed,12.7,3,30,33,Clear,12,100,9,0.68,Dawn/Dusk,1,1,Truck,6,42,Pedestrian Hit,50,High,0
IND-2022-0355,2022-12-19,06:24,6,Mon,12,Lucknow,Uttar Pradesh,State Highway,Wet,12.8,6,60,66,Clear,31.6,76,6.3,0.9,Partial Light,1,0,Motorcycle,6,22,Pedestrian Hit,65,High,1
IND-2022-0356,2022-05-10,16:53,16,Tue,5,Surat,Gujarat,Urban Road,Dry,12.2,3,50,60,Rain,37.9,95,0.5,0.24,Street Light,1,0,Truck,3,15,Rear-End Collision,45,Medium,1
IND-2023-0357,2023-10-05,02:45,2,Thu,10,Chennai,Tamil Nadu,National Highway,Potholed,12.9,6,80,95,Rain,38.2,94,9.8,0.51,Partial Light,0,1,Bus,5,45,Pedestrian Hit,75,Critical,1
IND-2022-0358,2022-05-24,15:04,15,Tue,5,Pune,Maharashtra,Urban Road,Dry,4.2,2,120,146,Haze,24.9,72,1.6,0.51,Daylight,1,0,Motorcycle,1,5,Single Vehicle,38,Medium,1
IND-2023-0359,2023-06-23,21:02,21,Fri,6,Chennai,Tamil Nadu,Urban Road,Potholed,8.8,4,100,93,Rain,27.1,73,9.3,0.5,No Light,1,0,Motorcycle,2,9,Head-On Collision,45,Medium,0
IND-2023-0360,2023-07-27,15:59,15,Thu,7,Lucknow,Uttar Pradesh,Flyover,Wet,8.6,2,80,66,Clear,20.7,67,1.4,0.57,Dawn/Dusk,0,1,Car,3,18,Rear-End Collision,43,Medium,0
IND-2022-0361,2022-10-18,11:09,11,Tue,10,Coimbatore,Tamil Nadu,Expressway,Wet,12.3,5,120,76,Clear,25.8,63,3.2,0.53,Daylight,0,0,Truck,4,30,Single Vehicle,35,Medium,0
IND-2022-0362,2022-11-30,16:12,16,Wed,11,Bhopal,Madhya Pradesh,Urban Road,Wet,3.8,6,50,51,Clear,35.8,31,8.9,0.96,Daylight,1,0,Bicycle,2,45,Head-On Collision,45,Medium,0
IND-2023-0363,2023-07-09,13:55,13,Sun,7,Vadodara,Gujarat,National Highway,Wet,12.3,5,30,20,Rain,10.7,46,2,0.94,Daylight,1,0,Bus,2,45,Hit and Run,53,High,1
IND-2022-0364,2022-12-15,14:11,14,Thu,12,Patna,Bihar,Urban Road,Under Construction,13.5,6,30,41,Rain,16.4,31,3,0.59,Daylight,0,0,Truck,2,19,Hit and Run,50,High,1
IND-2022-0365,2022-03-01,21:04,21,Tue,3,Mumbai,Maharashtra,National Highway,Dry,11.4,4,120,158,Clear,30.9,50,2.5,0.15,Partial Light,0,1,Truck,4,32,Rear-End Collision,48,Medium,0
IND-2023-0366,2023-02-22,11:34,11,Wed,2,Kolkata,West Bengal,Ring Road,Dry,12.4,5,30,23,Fog,20.7,72,7.9,0.6,Street Light,0,0,Motorcycle,4,5,Hit and Run,40,Medium,1
IND-2022-0367,2022-09-09,22:02,22,Fri,9,Thiruvananthapuram,Kerala,Urban Road,Flooded,9.8,6,60,82,Rain,15.9,27,6.6,0.66,Dawn/Dusk,1,1,Car,4,17,Rollover,80,Critical,1
IND-2023-0368,2023-07-01,20:42,20,Sat,7,Delhi,Delhi,State Highway,Dry,10.2,6,80,111,Rain,27.7,60,2.3,0.89,Daylight,1,1,Car,6,21,Rollover,58,High,1
IND-2022-0369,2022-12-16,08:28,8,Fri,12,Thiruvananthapuram,Kerala,Flyover,Dry,8.6,4,30,32,Clear,16.1,91,0.3,0.1,Partial Light,0,0,Car,6,45,Rear-End Collision,60,High,1
IND-2022-0370,2022-12-28,05:52,5,Wed,12,Jaipur,Rajasthan,Urban Road,Wet,11.3,3,120,138,Dust Storm,42.8,76,4.7,0.11,Daylight,1,0,Auto Rickshaw,1,14,Head-On Collision,60,High,0
IND-2022-0371,2022-11-07,06:04,6,Mon,11,Pune,Maharashtra,State Highway,Slippery,9.5,4,60,79,Drizzle,16.9,70,2.2,0.74,Partial Light,0,0,Car,1,17,Side Collision,83,Critical,1
IND-2023-0372,2023-08-07,01:54,1,Mon,8,Delhi,Delhi,Ring Road,Potholed,13.3,6,30,41,Drizzle,18.9,91,5.4,0.72,Daylight,0,1,Auto Rickshaw,4,0,Multiple Vehicle,75,Critical,1
IND-2022-0373,2022-10-08,06:12,6,Sat,10,Thiruvananthapuram,Kerala,Urban Road,Wet,7,5,100,77,Clear,25.7,20,4.3,0.35,Street Light,0,0,Car,4,12,Multiple Vehicle,35,Medium,1
IND-2022-0374,2022-11-15,17:48,17,Tue,11,Delhi,Delhi,Urban Road,Dry,12.1,5,120,132,Clear,13.8,50,2.7,0.4,Dawn/Dusk,0,0,Car,3,3,Single Vehicle,43,Medium,0
IND-2023-0375,2023-04-03,06:06,6,Mon,4,Mumbai,Maharashtra,National Highway,Dry,10.1,1,120,138,Rain,38.1,27,0.8,0.8,Daylight,0,0,Truck,3,39,Rear-End Collision,60,High,1
IND-2023-0376,2023-02-25,10:38,10,Sat,2,Ahmedabad,Gujarat,Urban Road,Potholed,6.9,2,120,113,Clear,32.8,23,1.2,0.66,Daylight,0,0,Truck,4,33,Rear-End Collision,33,Medium,0
IND-2023-0377,2023-08-31,19:21,19,Thu,8,Surat,Gujarat,National Highway,Wet,6.8,4,60,59,Haze,14.8,25,2,0.66,Street Light,1,1,Truck,1,8,Side Collision,48,Medium,1
IND-2022-0378,2022-01-09,02:39,2,Sun,1,Bangalore,Karnataka,Rural Road,Dry,5.5,4,80,102,Rain,17,45,2.1,0.48,Daylight,1,1,Auto Rickshaw,1,21,Hit and Run,48,Medium,1
IND-2022-0379,2022-12-03,19:23,19,Sat,12,Bangalore,Karnataka,Urban Road,Potholed,13.5,3,30,33,Clear,17.5,81,4.8,0.72,Daylight,1,0,Car,6,49,Multiple Vehicle,50,High,1
IND-2023-0380,2023-01-02,09:01,9,Mon,1,Mumbai,Maharashtra,National Highway,Dry,5.3,5,120,106,Clear,19.9,48,2.2,0.98,Daylight,0,0,Motorcycle,3,46,Rollover,28,Medium,1
IND-2022-0381,2022-09-26,07:50,7,Mon,9,Delhi,Delhi,National Highway,Potholed,13.4,5,30,26,Heavy Rain,22.9,67,4.7,0.29,Daylight,1,0,Auto Rickshaw,6,10,Head-On Collision,50,High,1
IND-2023-0382,2023-06-30,17:46,17,Fri,6,Delhi,Delhi,Urban Road,Wet,4.1,3,30,36,Clear,20.3,39,8.6,0.63,Partial Light,0,1,Car,3,15,Rollover,55,High,1
IND-2023-0383,2023-04-27,16:41,16,Thu,4,Mumbai,Maharashtra,Urban Road,Dry,8.6,4,120,120,Haze,21.3,67,4.7,0.55,Daylight,1,1,Bicycle,5,44,Multiple Vehicle,25,Medium,0
IND-2022-0384,2022-08-13,20:32,20,Sat,8,Mumbai,Maharashtra,Urban Road,Dry,8.2,3,60,63,Heavy Rain,29.3,37,3.9,0.94,Daylight,0,0,Bus,1,18,Single Vehicle,55,High,0
IND-2023-0385,2023-03-13,18:02,18,Mon,3,Ahmedabad,Gujarat,Urban Road,Dry,8.9,6,30,22,Rain,22.6,30,6.5,0.31,Street Light,0,1,Truck,3,32,Rollover,25,Medium,0
IND-2022-0386,2022-12-08,19:52,19,Thu,12,Kolkata,West Bengal,State Highway,Dry,11.6,3,50,37,Clear,39.9,89,1.6,0.64,No Light,1,1,Motorcycle,3,0,Multiple Vehicle,33,Medium,0
IND-2023-0387,2023-11-03,09:26,9,Fri,11,Pune,Maharashtra,Rural Road,Slippery,12.1,3,40,31,Clear,28.1,90,4.8,0.77,Partial Light,0,1,Auto Rickshaw,4,46,Rollover,60,High,0
IND-2023-0388,2023-04-06,08:36,8,Thu,4,Delhi,Delhi,National Highway,Dry,11.4,6,100,60,Drizzle,21.9,73,8.4,0.83,No Light,1,1,Truck,4,43,Rear-End Collision,60,High,1
IND-2022-0389,2022-05-23,18:35,18,Mon,5,Kanpur,Uttar Pradesh,Flyover,Dry,5.5,1,80,84,Clear,43.2,28,3.9,0.45,Street Light,1,1,Motorcycle,5,24,Pedestrian Hit,30,Medium,0
IND-2023-0390,2023-12-07,19:08,19,Thu,12,Delhi,Delhi,National Highway,Dry,6.9,4,40,31,Fog,12,86,0.9,0.69,Partial Light,1,0,Truck,1,10,Head-On Collision,55,High,1
IND-2023-0391,2023-05-05,23:04,23,Fri,5,Kolkata,West Bengal,Urban Road,Flooded,8.8,6,50,47,Haze,31.1,59,4.9,0.74,Daylight,1,1,Bicycle,5,12,Rollover,65,High,1
